pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
4080,إنتاج وتحويل النباتات الطبية والعطرية للتصدير,http://tunisia2020.com/ar/projet/%d8%a5%d9%86%d8%aa%d8%a7%d8%ac-%d9%88%d8%aa%d8%ad%d9%88%d9%8a%d9%84-%d8%a7%d9%84%d9%86%d8%a8%d8%a7%d8%aa%d8%a7%d8%aa-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a%d8%a9-%d9%88%d8%a7%d9%84%d8%b9%d8%b7%d8%b1%d9%8a/," 
جمال القرمازي",الفلاحة,خاصّ,20,50,,"معلومات أساسية  
                                 يبحث المصنعون في جميع أنحاء العالم في قطاع صناعات الأدوية ومستحضرات التجميل عن شركاء من دول الجنوب بهدف إقامة مشاريع تنموية في إنتاج النباتات الطبية والعطرية. 
يرمي هذا المشروع إلى إنتاج النباتات العطرية البيولوجية. 
يمكن أن ينجز هذا المشروع في جميع مناطق البلاد التونسية.","الوصف  
                                 يهدف المشروع إلى تطوير إنتاج وتحويل النباتات الطبية والعطرية وذلك كجزء من استراتيجية صناعة الأغذية الموجهة للتصدير. 
يشتمل المشروع على: 
1000 هك من الزراعات 
وحدة تحويل «التقطير» 
وحدة تخزين للسلع 
وحدة للتعبئة في القوارير 
منبت 
معدات زراعية: الحرث، الري، صيانة المحاصيل والحصاد 
 
الانتهاء من الدراسات","النتائج المتوقعة  
                                 إحداث 1000 موطن شغل منها 250 وظيفة قارة و 750 وظيفة موسمية. 
تطوير إنتاج وتحويل النباتات الطبية والعطرية وذلك كجزء من استراتيجية صناعة الأغذية الموجهة للتصدير.","الجهة المالية   
                                 سيتم تمويل المشروع من قبل مستثمرين خواصّ. 
العائدات المالية المتوقعة: 20 مليون دينار. 
تقدّر مدة  استرجاع رأس المال بـ7 سنوات.",,
4062,مدينة الرياضيات الميكانيكية مركب الرياضات الميكانيكية والتدريب والترفيه,http://tunisia2020.com/ar/projet/%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d9%8a%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d9%8a%d9%83%d8%a7%d9%86%d9%8a%d9%83%d9%8a%d8%a9-%d9%85%d8%b1%d9%83%d8%a8-%d8%a7%d9%84%d8%b1/," 
أسامة جلوز",الترفيه,خاصّ,79,197,,"معلومات أساسية  
                                 مشروع  »مدينة الرياضيات الميكانيكية « هو مركب للرياضات الميكانيكية عصري للغاية وسوف يتم تنفيذه حسب ثلاثة عناصر أساسية: 
السباقات (باستثناء سباقات الـفورملا 1) التي ستتم فوق 5 حلبات سباق مشيدة حسب معايير الاتحاد الدولي للسيارات FIA  (طول الحلبة الرئيسية 5.5 كم) 
التدريب على مهن السيارات وعلى القيادة مع فرص عمل مباشرة في المركب 
ترفيه ميكانيكي حقيقي وافتراضي","الوصف  
                                 تُعتبر السياحة من أهم القطاعات الرئيسية للاقتصاد التونسي، لكنه قطاع عانى في السنوات الأخيرة من عرض يتأخر في التجديد ومن غياب بدائل جديدة (انخفض مستوى مداخيل القطاع من 5.7 مليون د.ت. في عام 2014 إلى 4.2 مليون د.ت. في عام 2015). 
من ناحية أخرى، فإن قطاع الرياضيات الميكانيكية مزدهر والطلب فيه قوي والممارسة في تزايد، إلا أنه يعاني من نقص في الهيكلة ومن التدريب المتخصص على المستويين التونسي والمغاربي، ومن الغياب التام للحلبات المخصصة لهذه الرياضة وايضا من تشتت الجهود.  
 تونس توفر أرضية ملائمة جدا للمزج بين هذين القطاعين، مع هامش  محتمل لـ 8 أشهر من الاستغلال. كما أن الموقع الجغرافي الاستراتيجي المهم لتونس بين القارة الأوروبية ذات الخبرة الواسعة، والتي تسعى لتحديات جديدة، وقارة افريقية تتطلع للحصول على مكانتها في مجال السيارات. 
 
 
 
النماذج مصنعّة والدراسة الأوّلية منجزة","النتائج المتوقعة  
                                 أكثر من 320 ألف زائر للمركب سنويا   
تزويد البلاد بقطب ترفيهي كبير ذي شهرة عالمية في مجال السيارات ويستهدف نوعية جديدة من الحرفاء السياحيين 
خلق 800 فرصة عمل مباشرة في المركب 
إنشاء قطب تدريب فريد من نوعه من شأنه ان يزود بالمهارات الفاعلين الرئيسيين في صناعة السيارات على مستوى شمال أفريقيا وكل القارة الإفريقية (توقعات: 300 منتفع في السنة)","الجهة المالية   
                                 استثمار عن طريق شركات خاصة. العائدات السنوية المتوقعة تناهز 40 مليون دينار تونسي.  
تقدّر مدة  استرجاع رأس المال بـ 8 سنوات.",,
4079,إنتاج الطاقة من الكتلة الحيوية,http://tunisia2020.com/ar/projet/%d8%a5%d9%86%d8%aa%d8%a7%d8%ac-%d8%a7%d9%84%d8%b7%d8%a7%d9%82%d8%a9-%d9%85%d9%86-%d8%a7%d9%84%d9%83%d8%aa%d9%84%d8%a9-%d8%a7%d9%84%d8%ad%d9%8a%d9%88%d9%8a%d8%a9/," 
لطفي عبد الناظر 
ياسين العموري 
حميدة بن عمر",الطاقة,خاصّ,27,68,صفاقس,"معلومات أساسية  
                                 ترتكز التوجهات الوطنية الجديدة في مجال الطاقة المتجددة على تنويع مصادر الطاقة واستغلال الموارد الطبيعية للطاقة المتجددة. 
تتيح الكتلة الحيوبة للزيتون فرصا هامة الدراسة والاستغلال. 
تشتهر ولاية صفاقس بإمكاناتها الزراعية وخاصة زيت الزيتون. فهي تحتل المرتبة الأولى على المستوى الوطني في إنتاج زيت الزيتون (40%). 
بالإضافة،  تتأتى الكتلة الحيوية لهذا المشروع من المخلفات الزراعية والصناعية (بقايا زيت الزيتون، ثفل الزيتون، مخلفات أخرى...)","الوصف  
                                 يهدف المشروع المقترح  ""إنتاج الطاقة من الكتلة الحيوية""  إلى إقامة وتشغيل محطة الكتلة الحيوية بطاقة 15 ميغاوات قابلة للتطوير في منطقة طينة، حوالي 10 كم من صفاقس. 
 
مراحل تقدم المشروع: 
دراسة الجدوى 
مذكرة التعريف بالمشروع 
وثيقة وصفية للمشروع 
دراسة المؤثرات البيئية 
توفر العقار 
الدراسات الجيوتقنية والمترولوجية 
بداية النشاط:  سنتين بعد المصادقة","النتائج المتوقعة  
                                 المساهمة في تطوير قطاع الطاقة المتجددة 
إنتاج الطاقة من الكتلة الحيوية ( 108 ألف ميغاوات/السنة) 
الحد من انبعاث ثاني أكسيد الكربون (51,881 طن)","الجهة المالية   
                                 الاستثمار : 30 مليون دولار: 
-رأس المال: 9 مليون دولار 
-القرض: 21 مليون دينار",,
4082,مارينا بنزرت: مشروع ميناء ترفيهي,http://tunisia2020.com/ar/projet/%d9%85%d8%a7%d8%b1%d9%8a%d9%86%d8%a7-%d8%a8%d9%86%d8%b2%d8%b1%d8%aa-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%85%d9%8a%d9%86%d8%a7%d8%a1-%d8%aa%d8%b1%d9%81%d9%8a%d9%87%d9%8a/," 
بنزرت كاب 3000",السياحة,خاصّ,120,300,بنزرت,"معلومات أساسية  
                                 يعتبر قطاع السياحة أحد أهم ركائز الاقتصاد التونسي. 
وجاء مشروع مارينا بنزرت تلبية للطلب المتزايد على حلقات الربط في حوض البحر الأبيض المتوسط إذ يقدر عدد الحلقات نحو 1.5 مليون في أوروبا مقابل 6 مليون يخت  موزعة على 4000 ميناء. تونس تعد 2200 حلقة موزعة على 5 موانئ. 
و ساهم الموقع الاستراتيجي لمدينة بنزرت في تأهيلها لإنشاء أكبر ميناء ترفيهي في تونس.","الوصف  
                                 انطلق مشروع مارينا بنزرت في 2009 وذلك بغاية جعل تونس ومدينة بنزرت بصفة خاصة قطبا للسياحة الترفيهية في البحر الأبيض المتوسط. هذا المشروع هو جزء من إستراتيجية التنمية السياحية الترفيهية في تونس من خلال تقديم خدمات راقية للسياح ذوي الطاقة الشرائية العالية. يضم المشروع 4 عناصر: 
الميناء السياحي 
الفضاءات التجارية 
المركب السكني 
 الميناء التقني وورشات صيانة اليخوت","النتائج المتوقعة  
                                 تعزيز قطاع السياحة الترفيهية على كامل مدار السنة في تونس وخاصة مدينة بنزرت 
توفير خدمات متنوعة ذات جودة عالية لتلبية الطلب من السياح ذوي القدرة الشرائية العالية 
إحداث 2000 فرصة عمل تتوزع إلى 500 فرصة عمل دائمة 1500 موسمية","الجهة المالية   
                                 استثمار عن طريق شركات خاصة. جمع الأموال لتيسير تنفيذ جدول  المشروع : 25 مليون دينار",,
4083,سيريوس,http://tunisia2020.com/ar/projet/%d8%b3%d9%8a%d8%b1%d9%8a%d9%88%d8%b3/," 
شركة نزل القصر",البعث العقاري,خاصّ,44,110,سوسة,"معلومات أساسية  
                                 يتمثل المشروع في إحداث مركب سكني وسياحي وتجاري مندمج من طراز رفيع داخل محيط نزل القصر بسوسة. 
يتموقع المشروع بالمنطقة السياحية خزامة. يفتح من جهة على ضفاف البحر المتوسط وعلى الطريق السياحية سوسة القنطاوي من جهة أخرى. 
وصيغ هذا المشروع ليكون رائدا من حيث جودة ونوعية الخدمات ومندمجا في محيطه آخذا بعين الاعتبار متطلبات التنشيط التنموي والسياحي.","الوصف  
                                 يتكون المشروع من: 
مركب سكني جماعي من طراز رفيع 
مركب سكني منفرد 
مركب تجاري وخدماتي 
تقدر المساحة الجملية المغطاة ب 48000م² من ضمنها طابق سفلي مهيء 
 ينقسم المشروع إلى منطقتين : 
منطقة عدد 1 : مخصصة للمركب السكني الجماعي والمنفرد على مساحة تقدر ب3هـ.  
منطقة عدد2 : مخصصة للفضاء التجاري والإداري والخدماتي عل مساحة تقدر ب 7000م². 
هذا مع تخصيص مساحة خضراء مدعمة بحديقة نباتية وبحيرات اصطناعية تتخللها ممرات صحية وللفسحة وفضاءات للألعاب الفردية والجماعية.","النتائج المتوقعة  
                                 المساهمة في النهوض بالشريط الساحلي وتنمية مدينة سوسة وإعادة إحيائها 
الترويج لسياحة ذات جودة عالية ومردودية فعالة 
المساهمة في توفير مواطن شغل قارة وموسمية","الجهة المالية   
                                 40% متأتية من مساهمات أصحاب المشروع و60% مساهمات المستثمرين والبنوك. 
يقدر رقم المعاملات بحوالي 220 مليون دينار أي ما يقابل 88 مليون يورو.",,
4081,انشاء’’ الـغرفة النظيفة’’ الأولى في التقنيات المتقدمة للإلكترونيات الدقيقة في الشرق الأوسط وشمال افريقيا,http://tunisia2020.com/ar/projet/%d8%a7%d9%86%d8%b4%d8%a7%d8%a1-%d8%a7%d9%84%d9%80%d8%ba%d8%b1%d9%81%d8%a9-%d8%a7%d9%84%d9%86%d8%b8%d9%8a%d9%81%d8%a9-%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%89-%d9%81/,TELNET Innovation Labs,تكنولوجيا المعلومات,خاصّ,2,5,أريانة,"معلومات أساسية  
                                 تشهد صناعة التكنولوجيات الدقيقة نموا مطردا في السنوات العشر الماضية، ولها سوق عالمي بأكثر من 3000 مليار دولار أمريكي. من المهم أن نشرع من اليوم في وضع أدوات فعالة واكتساب ثقافة ممتازة في هذا المجال الذي يعتبر أساس كل  المنتجات الالكترونية المبتكرة ذات التقنية العالية. لكن حاليّا في تونس، لا توجد أيّ بنية تحتية مخصّصة في ابتكار النماذج الصناعية والبحثيّة. هذا المشروع الفريد من نوعه يعدّ فرصة لخلق خبرة في مجال أشباه الموصلات وذلك عبر تعزيز القدرة التنافسية لنسيجنا الصناعي والأكاديمي من جهة، ودعم الشراكة المتوسطية وتثمين لخبرات المهندس التونسي في السوق الأوروبية والعالميّة من جهة أخرى.","الوصف  
                                 يتمثل المشروع في انشاء «غرفة نظيفة» في القطب التكنلوجي بالغزالة، بمساحة اجمالية تقدّر بـ456 متر مربع قابلة لاستيعاب 340 متر مربع من المساحات من الصنفين ايزو5 وايزو6 وفقا للمعيار ايزو 14644. 
هذه المساحات ستكون لتصنيع واختبار الأجهزة المتكوّنة من أشباه الموصلات (الطباعة الحجرية، الكيمياء، التعرض، الحفر، المسح الالكتروني المجهري) للاستجابة لاحتياجات البحث العلمي والتدريب التكنولوجي وتطبيق النماذج الصناعية للأنظمة الدقيقة. 
 
 
 
الانتهاء من دراسة البناء ومخطط  
الأعمال","النتائج المتوقعة  
                                 إنشاء مجال اجتماعي واقتصادي جديد ذو قيمة مضافة عالية في قطاع أشباه الموصلات في تونس لتلبية احتياجات منطقة الشرق الأوسط وشمال افريقيا. 
إطلاق منصّة للبحوث التطبيقيّة على ذمّة جميع المختبرات وكليات الهندسة، استنادا على أكثر من 100 خبير وفنّي محترف سيتمّ انتدابهم في بداية المشروع. 
تعزيز التعاون الأكاديمي والصناعة بين ضفّتي البحر الأبيض المتوسط، مما سيجعل تونس رائدة في المنطقة في مجال التكنولوجيا المتقدمة والالكترونيات الدقيقة.","الجهة المالية   
                                 استثمار عن طريق شركات خاصة. العائدات السنوية المتوقعة تناهز 1,75  مليون دينار بينما تقدّر مدة  استرجاع رأس المال بـ 3 سنوات.",,
4060,بناء مدينة «حدائق السيجومي»,http://tunisia2020.com/ar/projet/%d8%a8%d9%86%d8%a7%d8%a1-%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%ad%d8%af%d8%a7%d8%a6%d9%82-%d8%a7%d9%84%d8%b3%d9%8a%d8%ac%d9%88%d9%85%d9%8a/," 
ر.ب.س. العقارية – سيموترام",البعث العقاري,خاصّ,315,787,تونس,"معلومات أساسية  
                                 يتنزل مشروع بناء مدينة «حدائق السيجومي» في لإطار برنامج الخصوصي للسكن الاجتماعي. يقع هذا المشروع في مدينة العطار بمعتمدية السيجومي على مساحة 315 ألف متر مربع. 
ويهدف إلى معالجة مؤشر التنمية الجهوية بالمنطقة (المؤشر: 0،397  والرتبة: 81) 
وتهدف العملية إلى تحسين ظروف الحياة التي هي أقل بكثير من المتوسط ولتلبية الاحتياجات السكنية.","الوصف  
                                 تسعى شركتي ر.ب.س. العقارية وسيموترام في إطار أنشطتهما إلى بناء مدينة «حدائق المنزه» متكونة من 7746 مسكن ومرافق عامة تشمل: 
التعليم 
الرياضة 
الصحة 
التجارة 
منطقة بلدية 
منطقة خضراء مهيئة 
مركز شرطة 
مكتب بريد 
جامع 
 
 
الانتهاء من الدراسات الأولية","النتائج المتوقعة  
                                 تطوير الجهة 
تحسين ظروف العيش 
تثبيت السكان","الجهة المالية   
                                 سيتم إنجاز المشروع من قبل مستثمرين خواص. 
مدة استرجاع رأس المال 10 سنوات.",,
4058,إنشاء مصنع فوندنور,http://tunisia2020.com/ar/projet/%d8%a5%d9%86%d8%b4%d8%a7%d8%a1-%d9%85%d8%b5%d9%86%d8%b9-%d9%81%d9%88%d9%86%d8%af%d9%86%d9%88%d8%b1/," 
مجموعة شركات مختار",الصناعة,خاصّ,28,70,زغوان,"معلومات أساسية  
                                 مجموعة شركات مختار, مجموعة صناعية تونسية مهمة, لا تنفك عن تطوير خبرة فنية وعملياتية منذ أكثر من 20 سنة، مما أهلها لتكون فاعلا أساسيا في قطاع تصنيع الحديد. 
وفي إطار تدعيم مكانتها، تسعى هذه المجموعة إلى إنشاء مصنع فوندنور للحديد والألومنيوم (40 كم من تونس العاصمة) موجه للتصدير إلى بلدان المغرب العربي وأوروبا.","الوصف  
                                 يشمل هذا المشروع إنشاء مصنع  لإنتاج المعادن مجهز بأحدث التكنولوجيا من أجل الاستجابة للمتطلبات الصناعية النوعية والكمية وللتسليم. 
يقع هذا المشروع في المنطقة الصناعية بئر المشارقة بولاية زغوان على مسافة 40 كلم من تونس العاصمة.","النتائج المتوقعة  
                                 تقديم أفضل المنتجات للحرفاء مع ضمان الجودة 
أو مصنع في القطاعات ذات القيمة المضافة العالية 
التطوير المستمر، الابتكار والتدريب 
خلق 300 وظيفة","الجهة المالية   
                                 سيتم إنجاز المشروع في إطار الشراكة بين مستثمرين خواص وباعث المشروع.",,
4072,دعم أنبوب الغاز المروج – مساكن,http://tunisia2020.com/ar/projet/%d8%af%d8%b9%d9%85-%d8%a3%d9%86%d8%a8%d9%88%d8%a8-%d8%a7%d9%84%d8%ba%d8%a7%d8%b2-%d8%a7%d9%84%d9%85%d8%b1%d9%88%d8%ac-%d9%85%d8%b3%d8%a7%d9%83%d9%86/," 
الشركة التونسية للكهرباء والغاز",الطاقة,عامّ,180,450,"   بن عروس, سوسة","معلومات أساسية  
                                 اندرجت تونس منذ 2001 في منظومة تزويد المناطق الحضرية بالغاز الطبيعي وتحسين ظروف عيش المواطنين بالإضافة إلى حماية المحيط وتعويض قوارير الغاز الطبيعي السائل بهدف تقليص دعم الدولة في هذا المجال. 
هذا المشروع يرمي إلى دعم شبكة نقل الغاز الطبيعي من خلال مضاعفة أنبوب الغاز الحالي لتأمين التزود بالغاز الطبيعي لتونس الكبرى والساحل بالإضافة إلى محطات إنتاج الطاقة الكهربائية والمناطق الصناعية الصناعية داخل الولايات.","الوصف  
                                 يتمثل المشروع في مد أنبوب لنقل الغاز الطبيعي قطر 24 بوصة و طول 150 كم. 
يكون مسار الأنبوب موازيا للأنبوب الحالي ويبعد عنه مسافة 15 م. 
يكون انطلاق الأنبوب من محطة الغاز بالمروج مرورا بمحطة الزريبة وصولا إلى محطة مساكن. 
 
 
في طور الدراسات 
بداية الأشغال: 2018 
نهاية الأشغال: 2021","النتائج المتوقعة  
                                 مساندة الأنبوب الحالي والذي بلغ الطاقة القصوى في نقل الغاز. 
نقل كميات إضافية من الغاز في الاتجاهين لتأمين تزويد تونس الكبرى والساحل التونسي وخاصة محطات إنتاج الكهرباء والمناطق الصناعية بالغاز.","الجهة المالية   
                                 سيتم تمويل المشروع من قبل الشركة التونسية للكهرباء الغاز عن طريق قرض خارجي.",,
4057,توسعة مصنع سدنور,http://tunisia2020.com/ar/projet/%d8%aa%d9%88%d8%b3%d8%b9%d8%a9-%d9%85%d8%b5%d9%86%d8%b9-%d8%b3%d8%af%d9%86%d9%88%d8%b1/," 
مجموعة شركات مختار",الصناعة,خاصّ,20,50,زغوان,"معلومات أساسية  
                                 ""تأسست شركة سدنور سنة 1993 و تعد من بين المنتجين الأساسيين لحديد البناء على شكل قضبان أو مثنية في لفائف و أسلاك الفولاذ بالبلاد التونسية. 
سدنور هي أول مصنع درفلة خاص بتونس, و لقد بلغت اليوم القدرة الإنتاجية لسدنور 200.000 طن في السنة. 
باعتبارها تابعة لمجموعة شركات مختار, مجموعة صناعية تونسية مهمة, لا تنفك عن تطوير خبرة فنية وعملياتية مما أهلها لتكون فاعلا أساسيا في قطاع تصنيع الحديد. 
""","الوصف  
                                 ""يتمثل المشروع في توسعة مصنع سدنور للرفع من إنتاج : 
قضبان حديد البناء 
أسلاك الفولاذ 
حديد البناء على شكل لفائف""","النتائج المتوقعة  
                                 ""الرفع من طاقة الإنتاج إلى 300 ألف طن سنويا 
الرفع من جودة المنتوج 
الاقتصاد في استهلاك الطاقة 
الرفع من مردودية الحديد 
""","الجهة المالية   
                                 ""سيتم إنجاز المشروع في إطار الشراكة بين مستثمرين خواص وباعث المشروع. 
""",,
4073,برنامج دعم شبكة توزيع الغاز الطبيعي,http://tunisia2020.com/ar/projet/%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%af%d8%b9%d9%85-%d8%b4%d8%a8%d9%83%d8%a9-%d8%aa%d9%88%d8%b2%d9%8a%d8%b9-%d8%a7%d9%84%d8%ba%d8%a7%d8%b2-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a/," 
الشركة التونسية للكهرباء والغاز",الطاقة,عامّ,100,250,"   أريانة, القصرين, القيروان, الكاف, المنستير, المهدية, باجة, بن عروس, بنزرت, تطاوين, توزر, تونس, جندوبة, زغوان, سليانة, سوسة, سيدي بوزيد, صفاقس, قابس, قبلي, قفصة, مدنين, منوبة, نابل","معلومات أساسية  
                                 اندرجت تونس منذ 2001 في منظومة تزويد المناطق الحضرية بالغاز الطبيعي وتحسين ظروف عيش المواطنين بالإضافة إلى حماية المحيط وتعويض قوارير الغاز الطبيعي السائل بهدف تقليص دعم الدولة في هذا المجال. 
هذا المشروع يرمي إلى دعم شبكة نقل الغاز الطبيعي لتأمين التزود بالغاز الطبيعي بمختلف المناطق بالبلاد التونسية.","الوصف  
                                 يتمثل المشروع في: 
مد أنابيب لنقل الغاز الطبيعي بأقطار مختلف 
تركيب عدادات غاز، آلات ارتخاء ومحابس غاز 
 
 
 
في طور الدراسات 
بداية الأشغال: 2017 
نهاية الأشغال: 2020","النتائج المتوقعة  
                                 تحسين ظروف العيش 
المحافظة على البيئة 
التخفيض من دعم الدولة في مجال الطاقة","الجهة المالية   
                                 سيتم تمويل المشروع من قبل الشركة التونسية للكهرباء الغاز عن طريق قرض خارجي.",,
4051,وحدة بنشمارك لإنتاج الأمونيا,http://tunisia2020.com/ar/projet/%d9%88%d8%ad%d8%af%d8%a9-%d8%a8%d9%86%d8%b4%d9%85%d8%a7%d8%b1%d9%83-%d9%84%d8%a5%d9%86%d8%aa%d8%a7%d8%ac-%d8%a7%d9%84%d8%a3%d9%85%d9%88%d9%86%d9%8a%d8%a7/," 
شركة بنشمارك باور إنترناشيونال",الصناعة,خاصّ,370,926,صفاقس,"معلومات أساسية  
                                 ""تسعى شركة بنشمارك باور إنترناشيونال إلى إنشاء وحدة لإنتاج الأمونيا بمدينة الصخيرة بولاية صفاقس وذلك لحرصها على تنويع استثماراتها. 
يتسم هذا المشروع بالخصائص التنافسية التالية : 
تحقيق أعلى كفاءة فى إستخدام الغاز الطبيعى لإنتاج الأمونيا 
تحقيق أعلى المستويات التنافسية، التشغيلية والمالية 
""","الوصف  
                                 ""يتكون المشروع من خط واحد لإنتاج الأمونيا بطاقة إنتاجية يومية قدرها 1200 طن مترى بإستخدام تكنولوجيا KBR  Purifier™. 
 
 
موافقة الحكومة التونسية على تنفيذ المشروع. 
الموافقة المبدئية من أحد البنوك العالمية على تمويل نسبة من تكاليف المشروع. 
""","النتائج المتوقعة  
                                 ""إحداث 140 موطن شغل مباشر من الكوادر الفنية و4000 موطن شغل غير مباشر 
وضع تونس على الخريطة الدولية للمشاريع الكبرى للبتروكيماويات. 
""","الجهة المالية   
                                 ""إجمالى رأس المال: 123 مليون دولار أمريكى 
إجمالى القروض: 287 مليون دولا أمريكى 
""",,
4071,برنامج تطوير شبكة الكهرباء,http://tunisia2020.com/ar/projet/%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%aa%d8%b7%d9%88%d9%8a%d8%b1-%d8%b4%d8%a8%d9%83%d8%a9-%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1/," 
الشركة التونسية للكهرباء الغاز",الطاقة,عامّ,180,450,"   أريانة, القصرين, القيروان, الكاف, المنستير, المهدية, باجة, بن عروس, بنزرت, تطاوين, توزر, تونس, جندوبة, زغوان, سليانة, سوسة, سيدي بوزيد, صفاقس, قابس, قبلي, قفصة, مدنين, منوبة, نابل","معلومات أساسية  
                                 تواصل ارتفاع استهلاك الطاقة الكهربائية بحوالي 3.5 % سنويا خلال الفترة 2010-2014 و قد تزامنت هذه الزيادة مع ارتفاع حدة الذروة بـ 15 %خلال نفس الفترة حيث بلغت سنة 2014 قرابة 3465 ميغاواط أي حوالي 72  % من الطاقة المركزة. 
ولهذا، شرعت الشركة في اعتماد نسق متسارع في إنجاز مشاريع نقل الكهرباء عالية الجهد وذلك : 
لمواجهة الطلب المتزايد على الطاقة  
مجابهة التطور السكني والاقتصادي بمختلف مناطق الجمهورية","الوصف  
                                 يتمثل المشروع في إنجاز حوالي 13 محطة تحويل كهربائية عالية و متوسطة الجهد و ما يعادل 350 كلم من الخطوط الكهربائية الهوائي والتحت أرضية. 
 
 
الدراسات التقنية: بصدد الإنجاز 
بداية الأشغال: 2018","النتائج المتوقعة  
                                 تحسين قدرة نقل الكهرباء وجودته 
ضمان استمرارية التزويد بالكهرباء 
دعم التنمية بمختلف جهات البلاد 
تطوير القدرة على إدماج الطاقات المتجددة","الجهة المالية   
                                 سيتم تمويل المشروع من قبل الشركة التونسية للكهرباء الغاز عن طريق قرض خارجي.",,
4070,التأهیل البیئي لوحدات المجمع الكیمیائي التونسي,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d8%aa%d8%a3%d9%87%db%8c%d9%84-%d8%a7%d9%84%d8%a8%db%8c%d8%a6%d9%8a-%d9%84%d9%88%d8%ad%d8%af%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%ac%d9%85%d8%b9-%d8%a7%d9%84%d9%83%db%8c%d9%85%db%8c%d8%a7/," 
المجمع الكیمیائي التونسي",البيئة,عامّ,101,252,"   صفاقس, قابس, قفصة","معلومات أساسية  
                                 یتمثّل المشروع في التأهیل البیئي لوحدات إنتاج المجمع الكیمیائي التونسي غیر المطابقة للمواصفات البیئیة الوطنیة والعالمیة والعمل على إنجاز المشاریع الجدیدة حسب المعاییر البیئیة المطلوبة كمشروع تیفارت ومصنع المظیلة- 2 
الحدّ من الإنبعاثات الغازیة من ثاني أكسید الكبریت والأمونیا والغبار ومطابقتها للمواصفات الوطنیة والعالمیة 
التوقّف عن ضخ المیاه المفلورة في البحر بمصانع كل من قابس والصخیرة واستعادة مادّة الفلیور 
إنجاز مصبات جدیدة لتكدیس الفسفوجیبس بكل من الصخیرة والمظیلة لمنع تسرّب المیاه الحمضیة إلى الطبقات الجوفیة 
 
 
المشروع في طور الإنجاز","الوصف  
                                 مواقع المشروع : قابس والصخیرة والمظیلة 
الدخول حیز الإنتاج : الفترة 2017-2020 
مكوّنات المشروع : 
تبدیل وحدات إنتاج الحامض الكبریتي من الإمتصاص العادي إلى الإمتصاص المضاعف 
الحد من افرازات الفلیور من مفاعلات إنتاج الحامض الفسفوري ومن وحدات التركیز 
إنجاز مصبین جدیدین للفسفوجیبس بالطریقة السائلة بكل من مصنعي المظیلة- 1 والصخیرة  
إنشاء محطة لمعالجة المیاه المستعملة 
غلق مصنع السیاب وإنشاء مصنع سماد ثلاث الفسفاط الرفیع بالمظیلة-2 مطابق للمواصفات البیئیة الوطنیة","النتائج المتوقعة  
                                 مطابقة المواصفات البیئیة الوطنیة والعالمیة 
أغلب المشاریع لديها مردودیة إقتصادیة في استرجاع الطاقة وتحسین الاستهلاكات الخصوصیة للمواد الأولیة","الجهة المالية   
                                 سيتم تمويل المشروع من قبل المجمع الكیمیائي التونسي عن طريق قرض خارجي.",,
